ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,c_high,c_high_lower,c_high_upper,c_low,c_low_lower,c_low_upper,c_open,c_open_lower,c_open_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-10-19,460.12086891953265,740.8702333871106,741.4362253581478,460.0777695660832,460.16203037623643,281.0224139844076,281.0224139844076,281.0224139844076,85.16848048024268,85.16848048024268,85.16848048024268,85.16848048024268,85.16848048024268,85.16848048024268,85.16848048024268,85.16848048024268,85.16848048024268,255.50544144072805,255.50544144072805,255.50544144072805,24.67777712165992,24.67777712165992,24.67777712165992,0.8391954220196118,0.8391954220196118,0.8391954220196118,0.0,0.0,0.0,741.1432829039402
2021-10-20,460.11762541727956,740.86361626566,741.423556476208,460.06765365682264,460.16393464511725,281.01588123826014,281.01588123826014,281.01588123826014,85.16848048024268,85.16848048024268,85.16848048024268,85.16848048024268,85.16848048024268,85.16848048024268,85.16848048024268,85.16848048024268,85.16848048024268,255.50544144072805,255.50544144072805,255.50544144072805,24.677581616088414,24.677581616088414,24.677581616088414,0.8328581814436666,0.8328581814436666,0.8328581814436666,0.0,0.0,0.0,741.1335066555397
2021-10-21,460.11438191502634,793.6332275783111,794.2232867737144,460.0591668264768,460.1675960435427,333.8238720787,333.8238720787,333.8238720787,102.77336105558791,102.77336105558791,102.77336105558791,102.77336105558791,102.77336105558791,102.77336105558791,102.77336105558791,102.77336105558791,102.77336105558791,308.3200831667637,308.3200831667637,308.3200831667637,24.67774288911194,24.67774288911194,24.67774288911194,0.8260460228243223,0.8260460228243223,0.8260460228243223,0.0,0.0,0.0,793.9382539937263
2021-10-22,460.11113841277324,793.6376526457094,794.2062126659282,460.0510643195089,460.1701371199458,333.81682810832456,333.81682810832456,333.81682810832456,102.77336105558791,102.77336105558791,102.77336105558791,102.77336105558791,102.77336105558791,102.77336105558791,102.77336105558791,102.77336105558791,102.77336105558791,308.3200831667637,308.3200831667637,308.3200831667637,24.677962835909316,24.677962835909316,24.677962835909316,0.8187821056516059,0.8187821056516059,0.8187821056516059,0.0,0.0,0.0,793.9279665210978
2021-10-23,460.1078949105201,559.3835324361863,559.9324203007789,460.04286999857584,460.1715239708659,99.55591500759309,99.55591500759309,99.55591500759309,53.479695444621306,53.479695444621306,53.479695444621306,53.479695444621306,53.479695444621306,53.479695444621306,53.479695444621306,53.479695444621306,53.479695444621306,160.4390863338639,160.4390863338639,160.4390863338639,-61.69426531072597,-61.69426531072597,-61.69426531072597,0.8110939844551557,0.8110939844551557,0.8110939844551557,0.0,0.0,0.0,559.6638099181132
2021-10-24,460.104651408267,665.0105166445489,665.5592775501507,460.03267217432705,460.1733219920245,205.17711749523798,205.17711749523798,205.17711749523798,88.68945659531174,88.68945659531174,88.68945659531174,88.68945659531174,88.68945659531174,88.68945659531174,88.68945659531174,88.68945659531174,88.68945659531174,266.0683697859352,266.0683697859352,266.0683697859352,-61.69426527133974,-61.69426527133974,-61.69426527133974,0.8030129806424773,0.8030129806424773,0.8030129806424773,0.0,0.0,0.0,665.2817689035049
2021-10-25,460.10140790601383,497.8388562379482,498.4389149449841,460.0254022108165,460.17430864378787,38.030129051661866,38.030129051661866,38.030129051661866,4.186029833654144,4.186029833654144,4.186029833654144,4.186029833654144,4.186029833654144,4.186029833654144,4.186029833654144,4.186029833654144,4.186029833654144,12.558089500962433,12.558089500962433,12.558089500962433,24.677466119269784,24.677466119269784,24.677466119269784,0.7945734314296478,0.7945734314296478,0.7945734314296478,0.0,0.0,0.0,498.1315369576757
2021-10-26,460.09816440376073,497.8402347147634,498.43778762961676,460.01372804036833,460.1819481045163,38.021678454626034,38.021678454626034,38.021678454626034,4.186029833654144,4.186029833654144,4.186029833654144,4.186029833654144,4.186029833654144,4.186029833654144,4.186029833654144,4.186029833654144,4.186029833654144,12.558089500962433,12.558089500962433,12.558089500962433,24.677777121600684,24.677777121600684,24.677777121600684,0.7858118320629122,0.7858118320629122,0.7858118320629122,0.0,0.0,0.0,498.1198428583868
2021-10-27,460.0949209015075,318.2538824739723,318.82623116906245,460.0046933838554,460.18771644495826,-141.55734486060078,-141.55734486060078,-141.55734486060078,-55.67056412251959,-55.67056412251959,-55.67056412251959,-55.67056412251959,-55.67056412251959,-55.67056412251959,-55.67056412251959,-55.67056412251959,-55.67056412251959,-167.01169236755877,-167.01169236755877,-167.01169236755877,24.677581616088414,24.677581616088414,24.677581616088414,0.7767658908695834,0.7767658908695834,0.7767658908695834,0.0,0.0,0.0,318.53757604090674
2021-10-28,460.0916773992544,497.79368427099035,498.41456787190094,459.9940458496912,460.19193307330164,38.00330590966404,38.00330590966404,38.00330590966404,4.186029833654144,4.186029833654144,4.186029833654144,4.186029833654144,4.186029833654144,4.186029833654144,4.186029833654144,4.186029833654144,4.186029833654144,12.558089500962433,12.558089500962433,12.558089500962433,24.677742889136503,24.677742889136503,24.677742889136503,0.7674735195651171,0.7674735195651171,0.7674735195651171,0.0,0.0,0.0,498.0949833089185
